1	-1.03601776213838	-0.452613784195795
1.1	-1.02941243320985	-0.452129590243922
1.2	-1.02281041194319	-0.451593158310972
1.3	-1.01621141548931	-0.451004488396947
1.4	-1.00961516099918	-0.450363580501844
1.5	-1.00302136562372	-0.449670434625666
1.6	-0.996429746513865	-0.448925050768411
1.7	-0.989840020820564	-0.448127428930079
1.8	-0.983251905694753	-0.447277569110671
1.9	-0.976665118287369	-0.446375471310187
2	-0.970079375749352	-0.445421135528626
2.1	-0.96349439523164	-0.444414561765989
2.2	-0.956909893885172	-0.443355750022275
2.3	-0.950325588860886	-0.442244700297485
2.4	-0.943741197309721	-0.441081412591618
2.5	-0.937156436382615	-0.439865886904675
2.6	-0.930571023230508	-0.438598123236656
2.7	-0.923984675004338	-0.43727812158756
2.8	-0.917397108855042	-0.435905881957388
2.9	-0.910808041933561	-0.434481404346139
3	-0.904217191390833	-0.433004688753814
3.1	-0.897624274377796	-0.431475735180413
3.2	-0.891029008045389	-0.429894543625935
3.3	-0.884431109544551	-0.42826111409038
3.4	-0.87783029602622	-0.42657544657375
3.5	-0.871226284641334	-0.424837541076042
3.6	-0.864618792540833	-0.423047397597259
3.7	-0.858007536875656	-0.421205016137399
3.8	-0.85139223479674	-0.419310396696462
3.9	-0.844772603455024	-0.417363539274449
4	-0.838148360001447	-0.41536444387136
4.1	-0.831519221586948	-0.413313110487194
4.2	-0.824884905362465	-0.411209539121952
4.3	-0.818245128478938	-0.409053729775633
4.4	-0.811599608087303	-0.406845682448238
4.5	-0.804948061338501	-0.404585397139766
4.6	-0.798290205383469	-0.402272873850218
4.7	-0.791625757373147	-0.399908112579594
4.8	-0.784954434458473	-0.397491113327893
4.9	-0.778275953790385	-0.395021876095116
5	-0.771590032519823	-0.392500400881262
5.1	-0.764896387797725	-0.389926687686332
5.2	-0.758194736775029	-0.387300736510325
5.3	-0.751484796602674	-0.384622547353242
5.4	-0.744766284431599	-0.381892120215083
5.5	-0.738038917412743	-0.379109455095847
5.6	-0.731302412697043	-0.376274551995535
5.7	-0.724556487435439	-0.373387410914146
5.8	-0.71780085877887	-0.370448031851681
5.9	-0.711035243878273	-0.36745641480814
6	-0.704259359884588	-0.364412559783522
6.1	-0.697472923948753	-0.361316466777827
6.19999999999999	-0.690675653221707	-0.358168135791056
6.29999999999999	-0.683867264854388	-0.354967566823209
6.39999999999999	-0.677047475997736	-0.351714759874285
6.49999999999999	-0.670216003802688	-0.348409714944285
6.59999999999999	-0.663372565420183	-0.345052432033209
6.69999999999999	-0.65651687800116	-0.341642911141056
6.79999999999999	-0.649648658696558	-0.338181152267826
6.89999999999999	-0.642767624657315	-0.33466715541352
6.99999999999999	-0.63587349303437	-0.331100920578138
7.09999999999999	-0.628965980978662	-0.327482447761679
7.19999999999999	-0.622044805641128	-0.323811736964144
7.29999999999999	-0.615109684172708	-0.320088788185533
7.39999999999999	-0.608160333724341	-0.316313601425845
7.49999999999999	-0.601196471446964	-0.31248617668508
7.59999999999999	-0.594217814491517	-0.308606513963239
7.69999999999999	-0.587224080008939	-0.304674613260322
7.79999999999999	-0.580214985150167	-0.300690474576328
7.89999999999999	-0.57319024706614	-0.296654097911258
7.99999999999999	-0.566149582907798	-0.292565483265112
8.09999999999999	-0.559092709826079	-0.288424630637889
8.19999999999999	-0.55201934497192	-0.284231540029589
8.29999999999999	-0.544929205496262	-0.279986211440213
8.39999999999999	-0.537822008550043	-0.275688644869761
8.49999999999999	-0.5306974712842	-0.271338840318232
8.59999999999999	-0.523555310849674	-0.266936797785627
8.69999999999999	-0.516395244397402	-0.262482517271946
8.79999999999999	-0.509216989078323	-0.257975998777188
8.89999999999999	-0.502020262043376	-0.253417242301353
8.99999999999999	-0.494804780443499	-0.248806247844442
9.09999999999999	-0.487570261429632	-0.244143015406455
9.19999999999999	-0.480316422152712	-0.239427544987391
9.29999999999998	-0.473042979763678	-0.234659836587251
9.39999999999998	-0.465749651413469	-0.229839890206034
9.49999999999998	-0.458436154253024	-0.224967705843741
9.59999999999998	-0.451102205433281	-0.220043283500372
9.69999999999998	-0.443747522105178	-0.215066623175926
9.79999999999998	-0.436371821419656	-0.210037724870404
9.89999999999998	-0.428974820527651	-0.204956588583805
9.99999999999998	-0.421556236580102	-0.19982321431613
10.1	-0.41411578672795	-0.194637602067378
10.2	-0.406653188122131	-0.18939975183755
10.3	-0.399168157913584	-0.184109663626646
10.4	-0.391660413253249	-0.178767337434665
10.5	-0.384129671292063	-0.173372773261608
10.6	-0.376575649180966	-0.167925971107474
10.7	-0.368998064070896	-0.162426930972264
10.8	-0.361396633112792	-0.156875652855977
10.9	-0.353771073457592	-0.151272136758614
11	-0.346121102256235	-0.145616382680175
11.1	-0.33844643665966	-0.139908390620659
11.2	-0.330746793818805	-0.134148160580066
11.3	-0.323021890884608	-0.128335692558398
11.4	-0.315271445008009	-0.122470986555653
11.5	-0.307495173339947	-0.116554042571831
11.6	-0.299692793031359	-0.110584860606933
11.7	-0.291864021233184	-0.104563440660958
11.8	-0.284008575096361	-0.0984897827339074
11.9	-0.276126171771829	-0.0923638868257801
12	-0.268216528410526	-0.0861857529365764
12.1	-0.260279362163391	-0.0799553810662961
12.2	-0.252314390181362	-0.0736727712149396
12.3	-0.244321329615379	-0.0673379233825065
12.4	-0.236299897616379	-0.0609508375689971
12.5	-0.228249811335302	-0.0545115137744111
12.6	-0.220170787923085	-0.0480199519987489
12.7	-0.212062544530669	-0.0414761522420101
12.8	-0.20392479830899	-0.0348801145041948
12.9	-0.195757266408989	-0.0282318387853032
